tracking_id,source,campaign,influencer_id,user_id,product,transaction_date,orders,revenue
1477,influencer,Gritzo_Growth,31.0,6d4a63e9-9f49-434a-8d72-04105edc5f15,Gritzo SuperMilk,2025-04-20,1,3575.93
1478,influencer,HKV_ImmunityBoost,47.0,aab2acb6-8ddc-4847-b2ae-ba21f67fb61a,Gritzo SuperMilk,2025-03-17,1,4605.72
1479,influencer,Gritzo_Growth,46.0,d2ec5294-06d8-4380-b533-88b0d61d77eb,HKVitals Biotin,2025-02-03,1,4024.08
1480,influencer,MB_WinterBlast,30.0,c22b29e2-84ba-4dff-a910-d95750f516dd,Gritzo SuperMilk,2025-07-19,1,553.51
1481,organic,HKV_ImmunityBoost,,ebe83247-0fc6-4c3f-a016-244c2c84d6c5,HKVitals Biotin,2025-05-26,1,3755.01
1482,influencer,HKV_ImmunityBoost,3.0,69ddd93f-d041-4077-b776-e1428ec9f05f,Gritzo SuperMilk,2025-05-03,1,2986.77
1483,influencer,MB_WinterBlast,22.0,4cd6412c-9931-4557-9c5e-bbf3240aaaff,HKVitals Biotin,2025-03-10,1,1908.84
1484,influencer,MB_WinterBlast,31.0,ebb81b48-07bb-48ce-a8d6-e2ce69951d6c,MuscleBlaze Whey,2025-05-26,1,4338.25
1485,influencer,HKV_ImmunityBoost,11.0,e5185244-a825-4377-b7de-d7cdbb3d3919,Gritzo SuperMilk,2025-05-22,1,1875.07
1486,organic,MB_WinterBlast,,3f52a55e-2817-4e58-b940-e9966e41b0ca,Gritzo SuperMilk,2025-05-29,1,2029.2
1487,influencer,MB_WinterBlast,42.0,6681f2f2-85c8-4c43-b365-210572b1d558,Gritzo SuperMilk,2025-05-14,1,1967.36
1488,influencer,MB_SummerSale,16.0,02852187-f7a1-40c7-81ae-e34ca6c1a5dd,MuscleBlaze Whey,2025-06-25,1,4786.87
1489,influencer,MB_WinterBlast,37.0,1735532e-be8d-4375-990a-0c28e5f0d376,HKVitals Biotin,2025-03-17,1,2257.86
1490,organic,HKV_ImmunityBoost,,bdda4f62-f3a0-4566-88a5-98689810ad87,HKVitals Biotin,2025-03-24,1,3062.82
1491,influencer,Gritzo_Growth,44.0,928f3f56-0ef4-41e3-9666-c1533a874c65,MuscleBlaze Whey,2025-02-25,1,3536.98
1492,influencer,MB_WinterBlast,45.0,f66aa00b-dc56-4c11-a2b3-dbbd1cd48213,MuscleBlaze Whey,2025-07-13,1,812.71
1493,paid_ad,Gritzo_Growth,,c2ea8050-ed74-4392-832a-cd262f43e3ef,MuscleBlaze Whey,2025-03-30,1,3468.06
1494,influencer,MB_SummerSale,45.0,934db245-56e9-4590-85f5-edac6e5d2dff,HKVitals Biotin,2025-05-27,1,1273.22
1495,paid_ad,MB_WinterBlast,,d41a3341-61cc-4793-a339-8303dc1b4c15,HKVitals Biotin,2025-07-06,1,998.35
1496,organic,MB_WinterBlast,,7cc5016a-cc08-4715-bf20-99f4b99dc08f,Gritzo SuperMilk,2025-06-29,1,4797.94
1497,paid_ad,HKV_ImmunityBoost,,bcb4cbce-e7e6-4fad-8dad-c3ee921085af,MuscleBlaze Whey,2025-05-14,1,4180.53
1498,organic,HKV_ImmunityBoost,,516ec7c9-be37-4461-8604-db11b271930a,Gritzo SuperMilk,2025-06-02,1,1896.41
1499,influencer,MB_WinterBlast,45.0,666ac5c5-d312-428e-93cd-e76e2500519b,HKVitals Biotin,2025-03-24,1,4959.88
1500,influencer,MB_WinterBlast,45.0,80927693-2dab-4051-b6d2-8d2b55b58adf,Gritzo SuperMilk,2025-04-03,1,2866.35
1501,paid_ad,MB_WinterBlast,,e5ec51e2-7944-4655-86bb-6ac7855eab08,HKVitals Biotin,2025-04-09,1,675.88
1502,influencer,MB_WinterBlast,33.0,db88e9a8-c1f6-4987-a58b-f4cf9b99f959,HKVitals Biotin,2025-05-30,1,3702.42
1503,influencer,HKV_ImmunityBoost,14.0,70ccc800-65b1-468b-a7ac-266f5feff4e0,HKVitals Biotin,2025-06-06,1,4549.84
1504,organic,MB_WinterBlast,,e24e54a4-6e5b-4f37-82d1-f6c6667058d2,HKVitals Biotin,2025-04-19,1,1325.5
1505,organic,MB_WinterBlast,,3cdb3ca6-74cc-4bf8-849e-54a5e6330c7c,Gritzo SuperMilk,2025-03-15,1,1578.63
1506,paid_ad,Gritzo_Growth,,3b758815-54de-4019-af17-734466842408,Gritzo SuperMilk,2025-06-11,1,3499.96
1507,influencer,HKV_ImmunityBoost,1.0,a26139e6-25b3-4288-b0f7-c0c5baaef16e,HKVitals Biotin,2025-06-26,1,3928.37
1508,influencer,Gritzo_Growth,31.0,428e9114-3507-4999-9d39-d747d82021d7,MuscleBlaze Whey,2025-01-21,1,2769.78
1509,organic,MB_WinterBlast,,725a556b-b3ce-4a81-91ed-2fc4845fc69e,HKVitals Biotin,2025-01-30,1,1433.17
1510,influencer,MB_SummerSale,2.0,cc74795d-cf43-4411-a75c-9e2154f91e6f,MuscleBlaze Whey,2025-04-25,1,3540.3
1511,influencer,Gritzo_Growth,19.0,59136e68-132d-4522-b5f3-a5cd6a94b323,Gritzo SuperMilk,2025-04-04,1,1374.82
1512,influencer,Gritzo_Growth,29.0,c6e3bf8a-e71e-4c7b-b01a-b1fbee03c231,MuscleBlaze Whey,2025-01-27,1,1114.16
1513,organic,MB_WinterBlast,,e7381ed8-83bb-45f0-9436-8e5af43dd00f,HKVitals Biotin,2025-02-09,1,871.47
1514,organic,MB_WinterBlast,,ae079fe2-0695-4784-983a-a3c97ea8e9dd,MuscleBlaze Whey,2025-03-04,1,1756.14
1515,influencer,MB_SummerSale,26.0,6f8ccaf5-45b1-47bc-8bf1-aa5cab222a44,Gritzo SuperMilk,2025-03-17,1,1823.65
1516,organic,MB_WinterBlast,,a651cbcf-2c10-48e4-8cbd-e09e526dfeda,MuscleBlaze Whey,2025-04-30,1,3936.15
1517,organic,HKV_ImmunityBoost,,8ad7ea47-e486-4dd6-a4ac-a64dddd1d572,HKVitals Biotin,2025-03-31,1,1475.03
1518,influencer,HKV_ImmunityBoost,24.0,0f4a8db7-f962-4e60-86e6-28df24cc3787,HKVitals Biotin,2025-03-15,1,4264.26
1519,paid_ad,MB_SummerSale,,f79842c4-fe6d-43fe-8188-445bd3639b50,HKVitals Biotin,2025-04-23,1,2497.94
1520,organic,MB_SummerSale,,510839a1-3c1f-4fb6-b044-21e8fbc5c918,HKVitals Biotin,2025-02-21,1,4679.69
1521,influencer,HKV_ImmunityBoost,30.0,7e6fa9e5-097e-428d-8bd0-c3d8263d2b81,MuscleBlaze Whey,2025-06-22,1,2397.57
1522,paid_ad,Gritzo_Growth,,84ebd2d1-d9ea-412c-b355-e157a96f03d5,MuscleBlaze Whey,2025-03-20,1,784.27
1523,paid_ad,MB_SummerSale,,88172988-22e4-4bfb-bcf6-aaaa9ca37058,Gritzo SuperMilk,2025-05-03,1,1251.71
1524,influencer,MB_SummerSale,30.0,8720a614-971e-4595-ac92-76fe0c1092c6,HKVitals Biotin,2025-01-26,1,3320.54
1525,organic,MB_WinterBlast,,f33cb76b-a5f3-4d1d-b691-1bc7e32b5d29,HKVitals Biotin,2025-05-10,1,1462.01
1526,influencer,HKV_ImmunityBoost,7.0,fa9b4f24-a72a-4f60-8036-17b35867dbe1,MuscleBlaze Whey,2025-01-23,1,1923.08
1527,influencer,MB_WinterBlast,20.0,c4b27c6c-0d67-44cd-b385-ebb1e2a02d33,MuscleBlaze Whey,2025-03-12,1,4167.88
1528,organic,Gritzo_Growth,,b2edaebc-59af-4fc1-8170-f4a57fccf101,MuscleBlaze Whey,2025-03-06,1,1483.52
1529,influencer,MB_WinterBlast,46.0,d7ef20cf-ec6d-4c3b-83f3-23b360e12b8a,MuscleBlaze Whey,2025-07-12,1,4060.67
1530,paid_ad,HKV_ImmunityBoost,,642eb416-ef12-4076-b4c1-ae5c88f0a9c2,HKVitals Biotin,2025-01-26,4,19665.49
1531,organic,HKV_ImmunityBoost,,93c812a9-2940-4ce5-b3ec-ed5c296e8cb0,HKVitals Biotin,2025-02-04,1,3927.72
1532,organic,MB_WinterBlast,,84416c4e-2ac0-4242-81de-34895f1925ce,MuscleBlaze Whey,2025-04-21,1,3238.4
1533,organic,MB_WinterBlast,,de75ec26-4060-42c2-8aed-bd366e8f85b9,Gritzo SuperMilk,2025-02-06,1,1545.91
1534,organic,MB_SummerSale,,20d22156-9a99-44c8-9c3b-d90c6e2f7a9e,MuscleBlaze Whey,2025-02-15,1,3915.23
1535,influencer,HKV_ImmunityBoost,11.0,4f77bf7e-c8b9-434e-9f97-56d6d76c90cd,Gritzo SuperMilk,2025-03-09,1,1595.96
1536,influencer,HKV_ImmunityBoost,29.0,25ace3dd-2e58-4883-adc5-8a8fe9fe7d5c,HKVitals Biotin,2025-03-14,1,1409.05
1537,influencer,MB_SummerSale,16.0,404e172c-b6a8-4eb5-b662-681b855381ae,MuscleBlaze Whey,2025-05-10,1,3191.34
1538,paid_ad,Gritzo_Growth,,0ce68eca-65d4-4041-bcc3-ac4042895b29,MuscleBlaze Whey,2025-03-19,1,3396.21
1539,organic,MB_WinterBlast,,16ded584-c335-4b36-81ff-32d2efe53847,Gritzo SuperMilk,2025-05-05,1,3877.48
1540,influencer,Gritzo_Growth,21.0,30646d34-70b3-4754-bc88-aaeaf63b850c,HKVitals Biotin,2025-04-22,1,2926.9
1541,paid_ad,HKV_ImmunityBoost,,45a4047e-bdae-445c-8946-3595feefa330,Gritzo SuperMilk,2025-02-12,1,1501.0
1542,paid_ad,Gritzo_Growth,,fa08fbd8-eae7-4c56-8e10-2b66526a1125,MuscleBlaze Whey,2025-06-24,1,527.19
1543,paid_ad,MB_SummerSale,,ae832cc2-0905-4c10-a0b2-ddf4ef8c4ec4,MuscleBlaze Whey,2025-02-07,1,4964.06
1544,paid_ad,HKV_ImmunityBoost,,1a0de836-029b-4465-8662-2703ff102f54,MuscleBlaze Whey,2025-02-15,1,2969.81
1545,organic,HKV_ImmunityBoost,,b868bd5e-0aff-47fd-a532-48ddfcdebeeb,MuscleBlaze Whey,2025-06-27,1,2418.08
1546,influencer,HKV_ImmunityBoost,32.0,4dbda502-5d72-42d7-ba24-1a491befdbf9,Gritzo SuperMilk,2025-06-27,1,2408.08
1547,organic,Gritzo_Growth,,147202e6-6715-4226-b802-ab99df69b732,HKVitals Biotin,2025-05-29,1,4854.77
1548,influencer,MB_WinterBlast,50.0,f0cc6df8-73a2-4bab-8633-4c9350a5eba4,MuscleBlaze Whey,2025-06-17,4,9168.4
1549,influencer,MB_WinterBlast,14.0,75526783-52c7-4ae2-a6d2-765cf08e829a,HKVitals Biotin,2025-04-17,1,3807.18
1550,organic,MB_WinterBlast,,4a0ef5bc-794d-470f-a485-704f72227306,MuscleBlaze Whey,2025-05-14,1,2423.29
1551,influencer,Gritzo_Growth,24.0,bcdd5018-9796-4101-adcd-9b7d1873bd12,Gritzo SuperMilk,2025-01-21,1,2987.83
1552,influencer,MB_WinterBlast,37.0,d4d99bed-993f-4310-a400-e9d4570ee87b,HKVitals Biotin,2025-05-04,1,1774.52
1553,organic,MB_WinterBlast,,9ea05465-123e-4743-8bc9-dda097adc741,MuscleBlaze Whey,2025-05-05,1,3716.89
1554,influencer,HKV_ImmunityBoost,47.0,0672e391-8f87-4b04-81a6-35d684e4a57c,MuscleBlaze Whey,2025-07-13,1,2753.15
1555,organic,MB_WinterBlast,,2fc71076-4a30-4138-9746-6c13cd3f0d6a,HKVitals Biotin,2025-07-20,1,4731.28
1556,paid_ad,Gritzo_Growth,,c365a196-c518-497b-b772-aef914f5263a,HKVitals Biotin,2025-07-07,1,3384.72
1557,organic,MB_WinterBlast,,4adf50fa-9f89-4246-b460-46535d435666,MuscleBlaze Whey,2025-02-02,2,4463.43
1558,organic,HKV_ImmunityBoost,,c39c92a7-a4ce-4eb0-8991-3769934ef72e,HKVitals Biotin,2025-04-17,4,11172.95
1559,influencer,Gritzo_Growth,15.0,90b669b7-3a26-4ecc-81bc-cef5b73f6f5d,Gritzo SuperMilk,2025-06-24,1,2234.0
1560,influencer,HKV_ImmunityBoost,30.0,b5fc2567-b2b9-4acf-bb1f-03ac414fe54d,MuscleBlaze Whey,2025-04-17,1,4646.61
1561,influencer,MB_SummerSale,19.0,3232bd6e-c494-470e-809d-59bc90702fe9,Gritzo SuperMilk,2025-07-06,1,1165.48
1562,organic,HKV_ImmunityBoost,,d88a18eb-bb88-4788-b3af-35ae350a4649,HKVitals Biotin,2025-02-20,1,3102.54
1563,organic,HKV_ImmunityBoost,,cb440463-ae22-43e9-94b9-e4fa8ca4f5ad,MuscleBlaze Whey,2025-03-08,1,915.38
1564,organic,MB_WinterBlast,,8227b812-bfd4-45dd-bae8-0ff4126bf528,HKVitals Biotin,2025-04-27,1,4883.66
1565,influencer,HKV_ImmunityBoost,14.0,a2fd6112-43e6-4dfe-80a5-cf363ed03b1e,HKVitals Biotin,2025-04-12,1,2420.92
1566,organic,MB_WinterBlast,,0a4f7c75-4e3b-4850-852f-d0c72a8943a8,Gritzo SuperMilk,2025-07-08,1,2352.24
1567,paid_ad,MB_SummerSale,,161bcc04-3bc0-47ad-a74f-3a395fdcd677,MuscleBlaze Whey,2025-05-18,1,3995.11
1568,influencer,HKV_ImmunityBoost,2.0,7c018cb3-8741-456e-8bab-12920e49029d,HKVitals Biotin,2025-06-15,1,4685.08
1569,influencer,Gritzo_Growth,18.0,bef205b5-3990-4da1-b017-6a524d7d6f04,MuscleBlaze Whey,2025-05-15,5,2535.52
1570,influencer,MB_WinterBlast,14.0,f47a2b62-a1a1-4ad3-a177-f350bbcc01d0,Gritzo SuperMilk,2025-04-01,1,1797.53
1571,influencer,HKV_ImmunityBoost,47.0,77b73152-44d0-44c8-b520-1460614c6264,HKVitals Biotin,2025-03-21,1,1104.49
1572,influencer,MB_SummerSale,36.0,70ee90be-6a21-4eb9-a936-10910f424ce8,HKVitals Biotin,2025-02-08,1,1456.58
1573,influencer,HKV_ImmunityBoost,1.0,1e2b4557-c580-41ef-bf52-336bb1b91a25,MuscleBlaze Whey,2025-01-31,1,4560.23
1574,influencer,MB_SummerSale,28.0,4649fc47-d883-44a2-bbb8-ca09b8510f66,Gritzo SuperMilk,2025-01-31,1,1819.07
1575,influencer,Gritzo_Growth,20.0,8b04e5d7-c6d1-4860-b6aa-c4147b99b8cc,MuscleBlaze Whey,2025-07-17,1,3135.41
1576,influencer,MB_SummerSale,8.0,5429c92d-5d11-4222-af28-1e528247a951,MuscleBlaze Whey,2025-03-16,1,3883.09
1577,influencer,MB_SummerSale,5.0,758d474b-8c32-4ddf-913d-e7e0eee1fbbf,MuscleBlaze Whey,2025-04-10,1,4063.04
1578,influencer,Gritzo_Growth,26.0,5d2b50af-facf-4a09-a06b-8a93b5437aff,HKVitals Biotin,2025-05-16,1,2016.63
1579,influencer,Gritzo_Growth,46.0,7353c0c6-c7b8-435d-851f-a848e21ddfcb,Gritzo SuperMilk,2025-05-13,1,4997.5
1580,paid_ad,Gritzo_Growth,,facde194-c313-4fee-b72c-9c8c1ca489b7,Gritzo SuperMilk,2025-02-25,1,3248.64
1581,paid_ad,Gritzo_Growth,,eddf532f-eaa1-4fe8-85ae-0d298248a7e7,MuscleBlaze Whey,2025-04-24,1,4417.44
1582,influencer,HKV_ImmunityBoost,32.0,95283ce5-b58f-424e-8066-693764363548,MuscleBlaze Whey,2025-06-14,1,4410.52
1583,influencer,HKV_ImmunityBoost,39.0,55f1c748-1660-467a-917d-1c62ef861bcd,HKVitals Biotin,2025-03-02,1,3587.83
1584,paid_ad,MB_WinterBlast,,09fdd78d-1098-4141-bd72-615d1712d18d,Gritzo SuperMilk,2025-02-15,1,4937.82
1585,paid_ad,Gritzo_Growth,,0ab26c02-a3b5-461f-b364-ef3665913f07,MuscleBlaze Whey,2025-07-01,1,4430.46
1586,paid_ad,Gritzo_Growth,,98e06b79-c699-4bc1-b416-04c83b6ed3a0,Gritzo SuperMilk,2025-02-25,1,3230.43
1587,influencer,MB_SummerSale,10.0,8dd10479-bd20-4bf8-abfc-a854aa7a35be,HKVitals Biotin,2025-01-27,1,4691.68
1588,paid_ad,MB_SummerSale,,a0158924-892c-4ea0-a975-90110c19d416,Gritzo SuperMilk,2025-03-02,1,3232.28
1589,organic,MB_SummerSale,,3698d4e9-2149-46a4-bbfb-cefc36421733,MuscleBlaze Whey,2025-03-01,1,891.9
1590,paid_ad,MB_WinterBlast,,7711f31c-53ff-4536-8df5-f55bc2bab02a,MuscleBlaze Whey,2025-02-01,1,4797.73
1591,influencer,HKV_ImmunityBoost,6.0,90a40d84-1408-44b5-b640-46f61459364a,MuscleBlaze Whey,2025-07-06,1,3889.64
1592,organic,MB_SummerSale,,c0b7c180-06d7-4efc-919a-10f94df5398c,MuscleBlaze Whey,2025-06-08,1,3720.94
1593,influencer,Gritzo_Growth,26.0,b7538c4d-7cf5-40e9-9c11-e6b1b18ac1c4,HKVitals Biotin,2025-01-27,1,1491.69
1594,influencer,MB_WinterBlast,1.0,bc219e81-7545-47c6-b9f3-bf97173c5903,Gritzo SuperMilk,2025-07-21,1,1110.9
1595,organic,MB_WinterBlast,,9de87952-9a11-4ccf-bdfb-65017cf916c8,MuscleBlaze Whey,2025-06-27,1,1997.61
1596,influencer,MB_SummerSale,39.0,eb48f132-910c-450e-ac75-adeb713f60ff,Gritzo SuperMilk,2025-06-30,1,4595.75
1597,organic,MB_WinterBlast,,05a40263-e2e2-4119-89e8-b6176a94d516,Gritzo SuperMilk,2025-01-26,1,3028.55
1598,paid_ad,HKV_ImmunityBoost,,fc315101-e713-4e5c-a6cf-7cc15b3093b3,MuscleBlaze Whey,2025-03-25,1,1809.39
1599,influencer,Gritzo_Growth,23.0,6ecd6208-f76c-4858-866b-658f549f77a4,Gritzo SuperMilk,2025-04-25,1,1346.7
1600,paid_ad,Gritzo_Growth,,32015be3-7d67-4292-a99f-b63c56d5b5ef,MuscleBlaze Whey,2025-04-13,1,4793.31
1601,organic,MB_SummerSale,,d95d0605-fdad-4fbc-9c08-29b3eece0c14,HKVitals Biotin,2025-04-03,1,2910.21
1602,paid_ad,MB_WinterBlast,,d330d5cb-fd51-44cb-a812-3d170777f2a0,HKVitals Biotin,2025-03-07,1,4088.83
1603,paid_ad,HKV_ImmunityBoost,,7e6e1e41-2ed8-4e97-beb5-002e2ad386c9,Gritzo SuperMilk,2025-05-10,1,3158.49
1604,influencer,MB_SummerSale,44.0,460dbc3e-4031-4eb8-85b7-4f4cbff5d695,Gritzo SuperMilk,2025-02-04,1,1921.67
1605,paid_ad,Gritzo_Growth,,3aa1312b-d795-460e-98d5-4bdbfdfd47eb,MuscleBlaze Whey,2025-05-02,1,2551.03
1606,organic,HKV_ImmunityBoost,,93e562be-f54b-44d3-8c19-10dfa11c12d2,Gritzo SuperMilk,2025-05-27,1,4105.81
1607,organic,Gritzo_Growth,,5648699f-3b96-447b-a023-2531153f533b,HKVitals Biotin,2025-05-14,1,3598.7
1608,influencer,MB_WinterBlast,40.0,81b23346-a52a-48b0-a4a3-f3a5bb5d61f8,Gritzo SuperMilk,2025-06-05,1,2727.61
1609,organic,MB_WinterBlast,,b4b48015-3831-40c5-ae89-1ff06db1b01b,MuscleBlaze Whey,2025-01-25,4,4748.64
1610,organic,HKV_ImmunityBoost,,46426f8d-269b-460b-8dee-dd53dadd3711,Gritzo SuperMilk,2025-07-17,1,4654.21
1611,organic,MB_WinterBlast,,32c4f00c-d87d-4a85-a917-e5ad63fb93c1,Gritzo SuperMilk,2025-04-16,1,4929.75
1612,organic,HKV_ImmunityBoost,,d08aa7b1-3c99-46d5-85ba-6595599201c5,MuscleBlaze Whey,2025-03-27,1,2018.35
1613,organic,Gritzo_Growth,,33bc07ff-0f1d-42fc-9196-9b364e527e4b,HKVitals Biotin,2025-04-29,1,2875.3
1614,influencer,HKV_ImmunityBoost,2.0,90cf26d8-0237-454b-b6d0-24dc7c28b1fa,Gritzo SuperMilk,2025-05-14,1,2271.98
1615,influencer,MB_SummerSale,31.0,75cc7bc6-bf0a-4f1f-bf71-768638174866,Gritzo SuperMilk,2025-06-02,1,3445.85
1616,organic,MB_WinterBlast,,045c59d9-3d75-4f2d-acd8-e5acaa4fe7d6,Gritzo SuperMilk,2025-02-24,1,4537.48
1617,influencer,HKV_ImmunityBoost,1.0,21b0424a-2a01-4a02-aa77-5006088476e5,Gritzo SuperMilk,2025-06-20,1,2130.02
1618,paid_ad,MB_SummerSale,,8b2321fa-544b-4cd4-89cc-cc2d3b4ad652,Gritzo SuperMilk,2025-01-30,1,4362.94
1619,influencer,MB_WinterBlast,37.0,daf49d76-454f-4ca5-bb91-fe32e61aff5e,Gritzo SuperMilk,2025-04-19,1,4666.93
1620,influencer,MB_WinterBlast,19.0,2cc32524-9a3e-4247-bf55-118e623ad000,MuscleBlaze Whey,2025-04-19,1,1028.06
1621,organic,Gritzo_Growth,,f125a126-17e9-4f9e-9a2c-07bb5b45f5a0,Gritzo SuperMilk,2025-06-25,1,1168.56
1622,organic,HKV_ImmunityBoost,,b2e90755-6c5b-4821-88e0-f99a3592c02a,MuscleBlaze Whey,2025-06-23,1,2284.9
1623,influencer,HKV_ImmunityBoost,27.0,7318dbe5-6643-4e73-843c-d6f67206c588,Gritzo SuperMilk,2025-04-08,1,3991.32
1624,paid_ad,MB_SummerSale,,66840047-267f-4e8a-b872-d3c264a1d8ff,HKVitals Biotin,2025-03-10,1,3426.4
1625,influencer,MB_WinterBlast,10.0,bc0c92fb-d017-4c79-a7a0-90f1376cb349,HKVitals Biotin,2025-07-09,1,1024.82
1626,influencer,HKV_ImmunityBoost,23.0,6e3a1d14-e9b2-4a61-b79c-dc2729696743,MuscleBlaze Whey,2025-02-13,1,4943.07
1627,influencer,MB_SummerSale,2.0,46a322f7-1171-4f1f-b7ea-c93bd9345cd1,Gritzo SuperMilk,2025-01-24,1,2678.86
1628,organic,MB_WinterBlast,,c4c96c0e-6d52-4b07-b339-f98b2af1e402,HKVitals Biotin,2025-04-26,1,947.49
1629,influencer,HKV_ImmunityBoost,50.0,a253842f-a46f-4fa1-abfb-dda7a3c30171,HKVitals Biotin,2025-04-06,1,588.86
1630,organic,MB_WinterBlast,,b1d84ded-2cee-4e22-adaf-19913433d80b,MuscleBlaze Whey,2025-05-25,1,3131.25
1631,organic,MB_SummerSale,,71c35c3c-93ec-40b3-b334-3cb1eb8ce7ee,MuscleBlaze Whey,2025-03-28,2,2625.98
1632,organic,HKV_ImmunityBoost,,45cad256-4848-4500-bb00-bcbdaef07967,MuscleBlaze Whey,2025-04-22,1,4102.31
1633,influencer,HKV_ImmunityBoost,19.0,58fd29f9-1ae6-41e3-a4d1-a17e352b4469,Gritzo SuperMilk,2025-05-06,1,1225.45
1634,organic,MB_SummerSale,,f0d48897-adef-4a2c-ac58-00a39376ddf3,MuscleBlaze Whey,2025-04-01,4,8544.07
1635,organic,MB_WinterBlast,,654c63b7-6d0c-436c-b5f7-a965cb30bd19,Gritzo SuperMilk,2025-03-19,1,1852.7
1636,paid_ad,Gritzo_Growth,,c116e3fb-b840-47d6-aeb3-99d2237bc101,Gritzo SuperMilk,2025-07-12,1,1129.35
1637,influencer,Gritzo_Growth,30.0,baef37a4-7e63-4d16-9379-8825a396088a,Gritzo SuperMilk,2025-05-11,1,4985.59
1638,organic,HKV_ImmunityBoost,,f7da4ffd-8326-4849-824a-3b49af5c0a56,Gritzo SuperMilk,2025-05-17,1,4188.93
1639,influencer,HKV_ImmunityBoost,44.0,07fd826a-f763-49c9-a4c6-438f9906093e,MuscleBlaze Whey,2025-03-28,1,4246.83
1640,paid_ad,HKV_ImmunityBoost,,343d2b3e-1d4a-4200-8217-ff045f782046,Gritzo SuperMilk,2025-07-19,1,1078.21
1641,organic,MB_SummerSale,,4c193fe2-7cf0-41ef-b1c2-8a2e47803d06,Gritzo SuperMilk,2025-05-14,1,2218.02
1642,paid_ad,MB_WinterBlast,,40cc80cf-02f3-40a3-9956-2d79945b9230,HKVitals Biotin,2025-06-23,1,1643.81
1643,influencer,HKV_ImmunityBoost,2.0,ba5f3ac1-413d-44fe-907e-157afa768f5c,Gritzo SuperMilk,2025-07-10,1,3333.06
1644,influencer,HKV_ImmunityBoost,1.0,a66a195c-fa8b-4bc6-ae3b-4e8a0225afd3,Gritzo SuperMilk,2025-03-01,1,3457.93
1645,paid_ad,HKV_ImmunityBoost,,2b6129c0-e97e-4e34-b8b4-d3e8c9814d6d,HKVitals Biotin,2025-06-18,1,1923.62
1646,organic,MB_WinterBlast,,73ffbb0d-927c-468f-8960-4537177dc0f7,MuscleBlaze Whey,2025-05-23,3,2546.58
1647,influencer,MB_SummerSale,1.0,9eed70b0-ed9f-400d-bf9e-0950adae9b44,Gritzo SuperMilk,2025-06-24,1,796.82
1648,organic,Gritzo_Growth,,55ce3b65-f5e1-421a-bfbd-f0ff149ac251,HKVitals Biotin,2025-02-20,1,1158.48
1649,organic,Gritzo_Growth,,b3ca5830-0a7c-4c34-af13-9ac590f7fa52,MuscleBlaze Whey,2025-06-05,1,4907.68
1650,influencer,MB_SummerSale,28.0,109c9bab-1c5f-4f3c-97a1-f80e9772b813,MuscleBlaze Whey,2025-03-24,1,3777.47
1651,influencer,MB_WinterBlast,49.0,10f8d62c-9870-4ce8-9f2e-aaa275a0ba8b,MuscleBlaze Whey,2025-01-27,1,3652.05
1652,paid_ad,Gritzo_Growth,,b6ad4375-4e1f-47c0-b60b-f8dc4b33b1e1,Gritzo SuperMilk,2025-04-09,1,715.83
1653,influencer,MB_WinterBlast,19.0,1a1a2662-a775-417e-bb7d-a9ade9ed9862,MuscleBlaze Whey,2025-07-12,1,3835.84
1654,paid_ad,MB_WinterBlast,,ee0cb956-ca33-4716-92b9-d4a6cb51175f,HKVitals Biotin,2025-04-08,1,1665.77
1655,organic,HKV_ImmunityBoost,,41ea6078-2a3d-47bd-8e3a-d9932bfccb28,Gritzo SuperMilk,2025-03-04,1,2204.6
1656,organic,MB_SummerSale,,44451873-aaa8-470a-a109-7935456a5034,Gritzo SuperMilk,2025-02-21,1,2165.68
1657,organic,MB_WinterBlast,,ad6a544c-7321-436a-b2b4-15e924c26703,Gritzo SuperMilk,2025-04-14,1,2475.32
1658,influencer,MB_WinterBlast,36.0,774093f3-dec5-4230-8149-41d9f50ebb00,Gritzo SuperMilk,2025-04-05,1,4786.77
1659,organic,HKV_ImmunityBoost,,eb9bc833-085e-4827-a52e-4847846fb50c,HKVitals Biotin,2025-02-21,1,891.24
1660,influencer,Gritzo_Growth,24.0,117efce5-a33e-4025-b7bc-ec346a27d49b,MuscleBlaze Whey,2025-06-12,1,845.12
1661,influencer,MB_SummerSale,20.0,e8624f5a-ceb1-42f8-8f27-83481179da88,MuscleBlaze Whey,2025-05-11,1,880.63
1662,influencer,MB_WinterBlast,48.0,017e1912-4ddb-4d24-9ac0-536dfdf8a9ba,MuscleBlaze Whey,2025-03-03,5,17733.24
1663,paid_ad,HKV_ImmunityBoost,,821f7c11-f17b-4399-8f88-2d896b0b385d,HKVitals Biotin,2025-07-03,1,3583.05
1664,organic,MB_SummerSale,,cc1164b5-f6cc-4e23-a65d-ae83412c0e18,HKVitals Biotin,2025-02-16,1,1355.83
1665,paid_ad,MB_SummerSale,,88dc3dff-b5d6-4c9f-a84c-7a2a0f12b7c9,Gritzo SuperMilk,2025-03-24,1,2904.46
1666,influencer,MB_SummerSale,16.0,7734c9e7-6d81-4d67-90a3-25e9283c9d25,Gritzo SuperMilk,2025-05-02,1,1258.4
1667,paid_ad,HKV_ImmunityBoost,,5f38da5e-6b44-4b9f-9a11-477759cb14d1,MuscleBlaze Whey,2025-06-14,1,4277.34
1668,organic,MB_SummerSale,,617efc5c-3538-4505-9e66-54f296cee7a4,HKVitals Biotin,2025-02-25,1,1267.18
